,subset
73374,train
73377,train
73385,train
73397,train
73399,train
73401,train
73404,train
73411,train
73450,train
73459,train
73461,train
73475,val
73476,val
73477,train
73478,val
73479,train
73480,val
73481,train
73482,val
73483,train
73485,val
73486,train
73487,train
73488,train
73489,train
73493,train
73531,val
73538,train
73546,val
73550,val
73551,train
73553,train
73560,val
73582,val
73585,val
73588,train
73599,train
73604,train
73610,train
73618,train
73620,train
73629,train
73642,train
73647,train
73649,train
73653,val
73656,train
73670,train
73671,train
73672,train
73673,train
73674,train
73676,train
73677,train
73678,val
73679,val
73680,train
73681,train
73682,train
73683,train
73684,val
73685,train
73686,train
73687,train
73688,train
73690,train
73692,train
73693,train
73694,train
73695,train
73696,train
73697,train
73698,train
73699,train
73700,train
73701,train
73702,train
73703,train
73706,train
73707,train
73708,val
73709,val
73710,train
73711,train
73712,train
73713,val
73714,train
73717,train
73718,train
73719,train
73721,val
73723,train
73727,train
73729,val
73730,train
73731,train
73732,val
73733,train
73734,train
73735,train
73736,train
73737,train
73738,val
73740,train
73741,train
73743,train
73744,val
73746,train
73747,train
73748,val
73749,val
73750,train
73751,train
73753,val
73754,train
73756,train
73758,train
73759,train
73760,train
73761,train
73762,train
73763,train
73765,train
73766,val
73768,train
73769,train
73770,train
73771,train
73772,train
73773,val
73774,val
73775,train
73776,train
73777,train
73778,train
73779,train
73780,train
73781,train
73782,val
73783,train
73784,train
73786,val
73787,train
73789,train
73790,val
73792,train
73807,val
73809,train
73810,train
73811,train
73812,train
73814,val
73815,val
73825,train
73835,train
73836,train
73837,train
73838,train
73840,train
73845,train
73847,train
73851,val
73852,train
73853,train
73858,train
73859,train
73863,val
73869,train
73879,train
73881,train
73887,train
73893,train
73899,train
73905,train
73910,train
73911,train
73912,train
73913,train
73915,train
73923,train
73926,val
73929,train
73930,val
73931,train
73937,train
73941,val
73943,train
73944,train
73945,train
73946,train
73947,train
73948,train
73949,val
73952,train
73954,train
73957,train
73959,train
73967,train
73968,val
73973,train
73975,train
73977,val
73979,train
73980,train
73981,train
73985,train
73986,train
73988,train
73989,val
73990,train
73992,train
73994,train
73998,train
74000,train
74003,train
74005,train
74008,train
74011,train
74016,train
74017,train
74024,train
74026,train
74030,val
74032,train
74035,train
74039,train
74044,train
74046,train
74051,train
74055,train
74058,train
74070,val
74072,train
74079,train
74087,train
74092,train
74093,val
74094,train
74095,train
74098,train
74099,train
74102,train
74103,train
74104,train
74105,val
74107,val
74108,train
74110,train
74114,val
74116,train
74118,train
74119,train
74122,train
74124,val
74125,train
74126,train
74127,train
74132,train
74133,train
74135,val
74137,train
74138,train
74141,train
74142,val
74143,train
74144,train
74157,train
74166,train
74182,val
74191,train
74192,train
74230,train
74233,val
74239,train
74241,val
74244,train
74245,train
74246,train
74249,train
74251,train
74255,train
74256,train
74258,val
74260,train
74261,train
74262,val
74268,train
74273,train
74276,train
74279,train
74285,train
74298,val
74300,train
74301,train
74302,train
74364,train
74396,val
74406,val
74413,train
74414,val
74420,train
74437,val
74443,train
74455,val
74456,train
74462,train
74471,train
74473,train
74474,train
74475,val
74483,train
74485,train
74486,train
74493,train
74494,train
74495,train
74497,train
74501,val
74502,train
74504,train
74506,train
74509,train
74517,train
74519,train
74526,train
74530,train
74544,val
74548,train
74554,train
74560,train
74575,val
74577,train
74583,train
74596,train
74603,train
74605,train
74609,train
74618,train
74626,train
74628,train
74636,train
74637,train
74642,train
74647,train
74656,train
74661,train
74662,val
74664,train
74674,val
74688,train
74693,val
74699,train
74707,train
74718,train
74722,train
74734,train
74739,val
74750,train
74755,val
74820,train
74844,val
74914,train
74915,train
74920,train
74926,train
74928,train
74929,train
74930,train
74931,val
74933,train
74934,val
74935,val
74936,train
74939,train
74940,train
74950,train
74953,train
74955,train
74964,train
74965,train
74967,val
74970,train
74971,val
74972,train
74979,train
74980,val
74983,val
74984,train
74985,train
74989,train
74992,train
74994,train
74995,val
75006,train
75008,train
75009,train
75011,train
75015,train
75016,train
75017,val
75023,train
75026,train
75035,train
75036,train
75037,train
75040,train
75041,train
75042,train
75043,train
75044,train
75046,val
75049,val
75050,train
75051,val
75053,val
75054,train
75056,val
75057,train
75058,val
75059,train
75060,train
75061,train
75064,train
75068,train
75069,val
75075,val
75076,train
75082,train
75083,train
75085,train
75086,train
75087,train
75093,train
75094,train
75095,val
75097,train
75098,val
75110,val
75111,train
75118,train
75119,val
75120,val
75121,train
75162,train
75167,train
75177,train
75193,train
75204,train
75207,train
75216,train
75227,val
75255,val
75292,train
75293,train
75321,val
75331,val
75334,val
75342,train
75350,train
75353,val
75356,val
75360,train
75362,train
75367,train
75380,train
75409,train
75410,train
75413,train
75415,train
75417,train
75425,train
75435,train
75450,train
75451,val
75462,train
75469,train
75471,train
75473,train
75474,train
75475,train
75476,train
75477,val
75478,train
75479,train
75482,train
75483,val
75485,train
75486,train
75487,train
75488,train
75492,train
75493,train
75494,train
75496,train
75497,train
75502,train
75505,train
75510,val
75511,train
75514,train
75522,train
75523,train
75537,val
75538,train
75539,train
75541,train
75551,val
75585,train
75603,val
75617,val
75627,val
75634,train
75643,val
75651,train
75697,train
75730,train
75790,train
75805,train
75813,train
75815,val
75817,train
75819,val
75823,val
75825,train
75856,val
75864,train
75880,val
75894,train
75910,train
75923,train
75932,val
75937,train
75938,train
75965,train
75985,val
75987,train
75989,train
76026,train
76032,train
76035,train
76043,val
76044,train
76045,train
76046,train
76049,train
76053,val
76058,train
76059,train
76061,train
76067,train
76076,train
76087,train
76089,train
76090,val
76103,train
76104,train
76110,train
76111,train
76112,train
76113,train
76114,train
76115,train
76116,train
76117,train
76118,val
76126,train
76130,train
76131,train
76132,val
76133,train
76134,train
76135,val
76137,train
76138,train
76140,train
76143,train
76145,train
76146,train
76147,train
76148,train
76149,train
76150,val
76151,val
76152,train
76155,train
76162,train
76163,train
76164,val
76165,val
76167,train
76168,train
76173,train
76174,train
76175,train
76176,train
76178,train
76191,train
76203,train
76205,train
76207,train
76211,train
76217,train
76223,train
76229,val
76262,train
76274,train
76276,val
76279,train
76294,val
76297,train
76316,train
76322,train
76330,train
76336,val
76339,train
76340,train
76342,train
76343,train
76344,train
76345,train
76349,train
76350,train
76357,train
76358,train
76359,train
76360,train
76361,train
76362,train
76363,train
76364,train
76365,train
76366,train
76367,val
76368,train
76369,train
76371,train
76372,train
76373,train
76374,train
76377,train
76378,train
76380,train
76381,train
76382,train
76384,train
76385,train
76387,val
76388,val
76389,val
76390,train
76391,train
76394,train
76395,train
76398,train
76399,train
76400,train
76401,train
76403,train
76404,train
76408,train
76409,val
76410,train
76412,val
76414,train
76415,train
76420,train
76421,train
76422,train
76424,train
76425,train
76427,train
76429,train
76436,train
76439,train
76441,train
76443,train
76444,train
76445,train
76446,train
76447,train
76448,train
76449,train
76450,train
76451,val
76452,train
76453,train
76456,val
76457,val
76458,train
76459,val
76460,val
76461,train
76462,train
76464,val
76465,val
76466,val
76467,train
76468,train
76469,train
76470,train
76471,train
76472,train
76473,train
76474,train
76475,train
76476,train
76477,train
76479,val
76481,train
76482,train
76483,train
76485,train
76487,train
76488,train
76489,train
76490,train
76491,train
76492,train
76493,train
76494,train
76495,train
76497,train
76498,train
76499,train
76501,val
76502,train
76503,train
76506,val
76507,train
76508,train
76509,train
76510,val
76511,train
76512,train
76513,train
76514,train
76515,train
76516,train
76517,train
76518,train
76520,train
76521,train
76522,val
76523,val
76524,train
76525,train
76526,train
76527,train
76528,val
76531,train
76532,train
76533,train
76534,val
76535,train
76537,train
76539,train
76540,train
76541,train
76542,train
76543,train
76544,train
76545,train
76546,train
76547,train
76548,val
76549,train
76550,train
76551,train
76552,train
76553,train
76554,train
76555,train
76556,train
76557,train
76558,train
76559,train
76561,val
76562,train
76563,train
76564,train
76566,train
76568,train
76569,train
76570,train
76571,train
76572,train
76573,train
76574,train
76576,train
76579,train
76580,val
76581,val
76582,train
76584,train
76585,train
76586,train
76590,val
76591,train
76592,train
76593,val
76594,train
76595,train
76596,train
76597,train
76598,train
76600,val
76601,val
76602,train
76604,train
76605,val
76606,train
76608,train
76609,train
76610,train
76611,train
76612,train
76614,train
76615,train
76617,train
76618,train
76619,train
76620,train
76621,train
76622,train
76623,train
76624,train
76625,train
76626,train
76627,train
76628,train
76629,train
76630,train
76631,val
76632,train
76634,train
76635,train
76636,train
76638,train
76639,train
76642,train
76643,train
76647,train
76648,train
76649,train
76650,train
76651,val
76652,train
76660,train
76663,train
76664,val
76665,train
76675,val
76700,train
76722,train
76726,val
76735,train
76743,val
76750,train
76752,train
76763,val
76765,val
76775,train
76786,train
76797,val
76799,train
76802,train
76839,train
76870,train
76882,train
76892,train
76893,train
76923,train
76929,train
76951,train
76958,train
76960,val
77026,val
77098,train
77107,val
77126,train
77129,val
77138,train
77150,train
77167,val
77168,train
77169,train
77171,val
77173,train
77174,train
77175,train
77176,train
77177,train
77178,train
77179,train
77187,train
77190,train
77191,train
77195,train
77205,train
77206,val
77207,train
77208,train
77209,train
77210,val
77211,train
77212,val
77213,train
77214,train
77215,train
77216,train
77217,train
77218,val
77222,train
77231,val
77235,train
77238,train
77239,train
77260,train
77280,train
77291,train
77313,train
77352,train
77366,train
77367,train
77379,train
77396,train
77398,train
77407,val
77411,train
77413,val
77461,train
77467,train
77471,train
77480,val
77481,train
77482,train
77490,train
77505,train
77511,train
77520,train
77523,train
77535,val
77542,train
77546,val
77551,train
77553,train
77554,train
77558,train
77559,val
77562,train
77563,val
77564,train
77566,val
77582,train
77583,train
77591,train
77614,train
77642,train
77643,val
77663,train
77664,val
77669,train
77679,train
77681,val
77694,val
77719,val
77733,train
77748,val
77769,train
77781,train
77793,train
77810,train
77818,train
77820,train
77821,train
77823,val
77824,train
77826,train
77828,val
77829,train
77830,train
77831,train
77833,val
77835,train
77836,train
77838,train
77839,train
77840,train
77841,val
77842,train
77844,train
77845,train
77846,train
77847,train
77848,val
77849,train
77850,train
77851,train
77852,train
77853,train
77854,train
77856,train
77859,train
77860,train
77868,val
77869,train
77873,train
77874,train
77883,train
77929,train
77976,train
77978,train
77979,train
77980,train
77987,train
77992,train
77996,val
77998,train
78006,val
78022,train
78029,train
78037,train
78039,train
78040,train
78043,val
78044,train
78046,val
78047,train
78050,val
78051,train
78052,train
78056,train
78058,train
78059,train
78060,train
78061,val
78062,val
78063,train
78064,train
78072,train
78073,val
78074,train
78075,train
78076,train
78077,train
78079,val
78081,val
78082,train
78083,train
78086,train
78087,val
78089,train
78090,train
78092,train
78093,val
78094,train
78099,train
78100,train
78101,train
78102,val
78104,train
78105,train
78106,train
78107,val
78110,val
78116,train
78119,train
78121,train
78122,train
78126,train
78128,train
78133,train
78134,train
78135,train
78136,train
78137,train
78140,val
78142,train
78145,train
78146,train
78149,train
78151,train
78152,val
78153,val
78154,train
78155,train
78156,train
78157,val
78158,train
78159,val
78160,train
78161,train
78162,train
78163,train
78164,train
78166,val
78167,train
78170,train
78171,val
78173,train
78174,train
78175,train
78176,val
78177,train
78178,train
78179,val
78180,train
78181,train
78184,train
78185,val
78188,train
78189,train
78190,train
78191,val
78192,train
78194,train
78195,train
78198,train
78199,train
78200,train
78201,train
78202,train
78204,val
78207,train
78210,train
78213,train
78215,train
78216,train
78226,train
78227,train
78228,train
78230,train
78231,train
78233,train
78235,train
78236,val
78238,train
78239,train
78240,train
78241,train
78242,train
78243,train
78244,train
78245,train
78246,val
78247,train
78248,train
78249,train
78250,train
78252,train
78253,train
78254,train
78255,train
78256,train
78257,train
78258,train
78261,train
78262,val
78263,train
78264,train
78265,train
78266,train
78267,train
78268,train
78269,train
78273,val
78274,val
78275,train
78277,train
78278,train
78279,train
78280,train
78281,val
78283,train
78284,val
78285,train
78286,train
78287,train
78288,val
78289,train
78292,train
78293,train
78295,train
78296,train
78297,train
78298,train
78299,train
78300,val
78301,train
78302,train
78303,val
78304,train
78306,train
78307,train
78308,train
78309,train
78310,train
78311,train
78313,train
78314,val
78315,train
78316,train
78318,train
78319,train
78320,train
78321,train
78323,train
78324,train
78327,train
78330,train
78331,train
78333,train
78334,train
78335,train
78336,train
78337,train
78338,val
78339,train
78341,train
78342,train
78343,train
78344,train
78345,train
78346,val
78347,val
78348,val
78349,train
78350,train
78351,train
78352,train
78355,train
78356,train
78357,val
78359,train
78360,train
78361,train
78362,val
78363,val
78364,train
78365,train
78367,val
78368,val
78369,train
78370,train
78371,train
78372,val
78373,train
78374,train
78375,train
78376,val
78377,train
78378,train
78379,val
78380,train
78381,train
78382,val
78383,val
78385,val
78386,train
78387,val
78389,val
78394,train
78395,train
78396,val
78397,train
78398,train
78399,train
78400,train
78401,train
78402,train
78403,train
78404,train
78405,train
78406,train
78407,train
78408,train
78409,train
78410,train
78411,train
78412,train
78413,val
78414,train
78416,train
78417,train
78418,train
78419,train
78420,train
78421,train
78422,train
78423,train
78424,train
78425,val
78426,train
78427,train
78428,train
78429,train
78430,val
78432,train
78433,train
78434,train
78435,train
78438,train
78439,train
78440,train
78441,train
78442,val
78455,val
78456,val
78464,train
78474,train
78475,train
78476,train
78480,val
78487,train
78488,train
78489,train
78490,train
78491,val
78498,val
78501,val
78502,train
78504,train
78505,train
78506,train
78509,train
78510,train
78511,train
78513,train
78514,train
78517,val
78518,train
78519,train
78520,train
78521,train
78522,val
78523,train
78524,train
78525,train
78527,val
78528,train
78531,val
78537,train
78539,train
78540,train
78541,train
78542,train
78543,train
78544,train
78545,train
78546,train
78550,val
78551,train
78552,train
78553,train
78554,train
78555,train
78557,val
78558,train
78559,train
78561,train
78563,val
78564,train
78565,val
78566,train
78567,val
78568,train
78569,val
78571,train
78572,train
78573,train
78574,train
78575,train
78576,train
78577,val
78578,train
78579,train
78580,train
78582,train
78583,train
78584,train
78585,train
78586,train
78587,train
78588,train
78589,train
78590,train
78591,train
78592,train
78593,train
78595,train
78596,train
78603,train
78604,train
78605,train
78608,train
78619,train
78622,train
78624,train
78625,train
78626,train
78627,train
78628,train
78629,train
78630,train
78631,train
78632,train
78656,train
78657,train
78683,train
78693,train
78695,train
78700,train
78710,train
78713,train
78716,train
78724,train
78735,train
78739,val
78743,train
78771,train
78774,train
78781,train
78786,train
78787,train
78796,train
78800,train
78814,val
78818,train
78832,train
78886,train
78889,train
78902,train
78910,train
78924,train
78942,val
79005,val
79047,train
79081,train
79097,train
79100,train
79147,train
79181,train
79206,train
79231,train
79234,train
79242,val
79285,train
79289,train
79292,val
79340,train
79359,train
79375,train
79376,train
79377,val
79380,train
79383,train
79387,val
79391,train
79392,train
79393,train
79395,train
79401,train
79407,train
79409,train
79410,train
79414,train
79417,train
79418,train
79419,val
79420,train
79424,train
79425,train
79429,train
79432,train
79436,train
79440,train
79444,train
79445,train
79458,train
79460,train
79469,train
79483,val
79488,train
79503,train
79506,train
79507,train
79511,val
79513,train
79516,train
79528,train
79531,train
79552,val
79584,train
79594,val
79597,val
79599,train
79608,train
79625,val
79637,val
79639,train
79640,train
79645,train
79656,val
79657,train
79662,train
79665,train
79669,train
79676,train
79677,train
79682,train
79685,train
79689,train
79690,train
79691,train
79699,val
79705,val
79714,train
79715,train
79722,train
79725,train
79727,train
79733,train
79736,train
79739,train
79741,train
79744,train
79746,train
79750,val
79752,train
79755,val
79759,train
79760,train
79764,train
79766,train
79768,train
79774,train
79788,train
79789,train
79791,val
79792,train
79793,train
79807,train
79809,train
79812,val
79813,train
79815,val
79816,train
79818,val
79820,train
79822,val
79827,train
79828,train
79833,train
79840,train
79847,train
79850,train
79854,train
79855,train
79860,train
79867,train
79870,train
79873,train
79877,train
79878,train
79879,val
79880,train
79881,train
79889,val
79890,train
79891,val
79892,train
79893,train
79898,train
79899,train
79902,train
79904,train
79910,val
79911,train
79913,val
79914,train
79916,val
79918,train
79921,train
79922,train
79924,train
79929,train
79931,train
79934,train
79939,train
79940,train
79951,train
79953,train
79954,train
79956,train
79960,val
79978,val
79980,train
80015,train
80023,train
80025,train
80026,train
80027,train
80029,train
80033,train
80034,train
80036,train
80037,val
80038,val
80039,train
80040,train
80041,train
80042,train
80043,train
80047,train
80048,train
80050,train
80051,train
80052,train
80053,train
80054,train
80061,train
80074,train
80076,val
80088,train
80100,train
80125,train
80126,train
80127,val
80149,val
80155,train
80160,val
80176,train
80177,train
80179,val
80199,train
80205,val
80212,train
80218,train
80228,train
80232,train
80236,val
80250,train
80268,train
80275,train
80285,train
80289,train
80293,train
80304,train
80318,train
80329,train
80345,train
80422,train
80424,train
80441,train
80480,train
80494,train
80527,val
80532,train
80538,train
80539,train
80540,train
80550,train
80551,train
80555,train
80560,train
80566,val
80570,train
80571,train
80574,train
80575,train
80580,train
80581,train
80584,train
80585,train
80591,train
80599,train
80605,train
80606,train
80609,train
80611,train
80614,train
80620,train
80622,train
80625,train
80628,train
80629,train
80632,val
80640,train
80643,train
80653,train
80658,train
80671,train
80680,train
80692,train
80697,train
80698,train
80701,train
80705,train
80708,train
80724,train
80730,train
80731,train
80736,train
80737,train
80745,train
80748,train
80750,train
80751,train
80763,train
80769,train
80770,train
80772,val
80773,train
80783,val
80790,train
80791,train
80798,train
80800,train
80801,train
80802,train
80805,val
80806,train
80807,train
80809,train
80814,train
80819,train
80822,train
80823,train
80824,train
80830,train
80838,train
80840,val
80844,train
80848,val
80850,train
80854,val
80859,train
80861,train
80874,val
80875,val
80887,train
80890,val
80895,train
80899,train
80913,train
80915,train
80916,train
80919,train
80921,train
80924,train
80929,val
80936,train
80940,train
80956,train
80977,val
80981,train
80989,train
81007,train
81045,train
81058,train
81059,train
81060,train
81080,val
81087,train
81092,train
81094,train
81121,train
81127,train
81138,val
81139,train
81149,train
81162,val
81166,train
81167,train
81169,train
81173,val
81176,val
81180,train
81181,val
81191,train
81195,train
81196,train
81199,train
81200,train
81201,train
81206,train
81208,train
81212,train
81246,val
81247,train
81248,val
81251,val
81262,train
81263,train
81268,val
81274,train
81285,val
81286,val
81288,train
81289,train
81296,train
81299,train
81303,train
81309,train
81311,train
81318,train
81324,train
81325,train
81331,train
81332,val
81333,train
81341,val
81344,train
81353,train
81359,train
81365,val
81367,train
81368,train
81388,train
81414,train
81424,val
81425,train
81438,train
81448,train
81449,train
81452,train
81490,train
81499,train
81533,train
81538,train
81551,val
81552,train
81553,val
81562,train
81567,train
81572,train
81575,train
81607,train
81611,train
81624,train
81626,val
81647,train
81652,val
81658,train
81666,val
81669,train
81670,train
81674,train
81675,train
81683,train
81684,train
81685,val
81691,val
81693,train
81711,val
81713,train
81720,train
81749,val
81757,train
81759,val
81778,train
81781,train
81786,val
81789,train
81790,train
81791,train
81796,val
81797,train
81800,val
81807,train
81810,train
81813,train
81815,val
81831,train
81840,train
81841,train
81893,val
81996,val
82009,train
82018,train
82025,val
82029,train
82058,val
82059,train
82097,train
82098,train
82099,train
82102,train
82106,train
82107,val
82110,train
82111,val
82112,train
82116,val
82124,train
82131,train
82139,train
82146,train
82157,train
82159,train
82160,train
82161,train
82165,train
82166,train
82167,val
82169,train
82171,val
82174,train
82177,train
82181,train
82186,train
82189,train
82203,train
82206,val
82222,val
82229,val
82230,train
82231,val
82238,val
82244,val
82245,train
82259,train
82267,train
82277,train
82281,train
82283,train
82284,train
82286,train
82288,train
82293,train
82295,train
82300,val
82306,train
82309,train
82311,train
82315,train
82325,train
82326,train
82337,train
82342,train
82344,train
82349,train
82350,train
82356,train
82358,train
82363,train
82368,train
82369,val
82379,train
82391,train
82393,train
82395,val
82396,train
82405,train
82407,train
82408,train
82415,train
82442,val
82445,train
82451,val
82452,train
82454,train
82462,train
82475,val
82498,val
82504,val
82515,train
82554,train
82566,train
82571,train
82575,train
82605,train
82607,train
82628,train
82632,train
82651,train
82652,train
82653,train
82654,train
82670,train
82694,train
82696,train
82697,val
82723,train
82735,val
82740,val
82769,train
82781,train
82782,train
82784,train
82787,train
82789,val
82796,train
82803,val
82819,train
82822,val
82829,train
82832,train
82834,train
82838,train
82846,train
82859,train
82862,train
82863,train
82864,train
82871,train
82901,train
82902,train
82903,train
82905,val
82906,train
82913,train
82939,train
82967,train
82989,train
82998,train
83015,val
83019,train
83038,train
83045,train
83046,train
83048,train
83051,train
83057,train
83063,train
83064,train
83066,train
83080,train
83092,train
83094,train
83098,train
83099,train
83101,train
83141,train
83150,train
83155,train
83159,val
83163,train
83168,val
83170,train
83171,train
83172,val
83211,train
83212,train
83213,train
83227,train
83240,train
83248,train
83249,train
83260,train
83261,train
83262,train
83263,train
83273,train
83275,train
83277,train
83281,train
83283,train
83284,train
83287,train
83299,train
83300,val
83301,train
83304,train
83309,train
83311,train
83312,train
83314,val
83316,train
83317,val
83325,train
83331,train
83333,train
83347,train
83349,val
83355,train
83369,train
83370,train
83374,train
83388,train
83389,val
83391,train
83392,train
83393,train
83400,train
83404,train
83405,train
83409,train
83412,train
83415,train
83416,train
83418,train
83420,train
83421,val
83422,train
83423,train
83424,train
83425,train
83428,val
83429,train
83430,train
83431,train
83435,train
83436,train
83437,train
83438,train
83439,val
83440,train
83443,val
83444,train
83447,train
83448,train
83450,train
83451,train
83452,train
83453,train
83454,train
83455,train
83456,val
83457,val
83459,val
83461,val
83462,train
83463,train
83465,train
83466,train
83467,train
83468,train
83470,val
83471,train
83472,val
83473,train
83474,train
83475,train
83476,train
83477,train
83478,train
83479,train
83481,train
83483,train
83484,val
83486,train
83488,train
83489,train
83492,train
83493,val
83497,train
83498,train
83499,train
83500,train
83501,train
83502,train
83503,train
83504,train
83505,train
83508,train
83509,train
83513,train
83516,train
83521,train
83526,train
83527,train
83529,train
83530,train
83531,train
83532,train
83533,train
83534,train
83538,train
83551,train
83555,val
83557,train
83558,train
83559,train
83563,train
83564,train
83565,train
83568,val
83570,val
83591,train
83595,train
83596,train
83602,train
83604,train
83605,train
83614,train
83618,train
83621,train
83625,train
83626,train
83627,val
83628,train
83630,train
83633,val
83648,train
83649,train
83650,train
83651,train
83653,train
83654,train
83680,train
83707,train
83720,train
83734,train
83756,train
83759,train
83764,train
83776,val
83777,train
83786,val
83790,val
83799,train
83808,train
83812,train
83822,train
83826,train
83827,val
83828,val
83831,train
83832,train
83833,train
83835,train
83837,train
83838,train
83841,train
83843,val
83844,train
83845,train
83847,train
83849,train
83851,train
83852,train
83853,train
83862,train
83876,train
83879,train
83885,train
83892,train
83898,train
83899,train
83901,train
83903,train
83907,val
83908,train
83909,val
83910,train
83916,train
83917,val
83918,train
83919,train
83920,train
83921,train
83922,train
83923,train
83924,val
83925,train
83926,train
83928,train
83929,val
83930,train
83932,train
83936,val
83937,train
83938,train
83939,train
83940,train
83941,train
83942,train
83943,train
83944,train
83945,train
83946,val
83947,train
83948,train
83949,train
83950,train
83951,train
83952,val
83953,train
83954,train
83955,val
83956,val
83957,train
83958,val
83959,train
83960,train
83962,train
83963,val
83965,train
83966,val
83968,train
83969,train
83970,train
83971,val
83973,train
83974,val
83975,train
83976,val
83980,train
83981,train
83982,val
83994,train
84011,train
84026,train
84033,train
84038,train
84040,train
84061,train
84064,train
84067,train
84068,train
84089,train
84127,val
84140,train
84141,train
84170,train
84245,train
84356,val
84358,train
84359,train
84361,train
84363,val
84368,train
84369,train
84371,val
84372,train
84373,train
84396,train
84397,train
84425,train
84428,train
84436,train
84445,train
84455,train
84459,train
84473,val
84475,train
84480,train
84489,train
84500,train
84503,val
84506,val
84511,train
84515,train
84516,val
84523,train
84538,train
84541,train
84542,train
84544,train
84546,train
84549,train
84550,train
84551,train
84552,train
84556,train
84559,train
84560,train
84561,train
84562,train
84563,train
84564,val
84565,val
84567,val
84569,train
84571,train
84572,val
84573,train
84576,train
84578,val
84579,train
84580,train
84581,train
84582,train
84583,train
84584,train
84587,train
84588,train
84590,train
84591,train
84592,train
84593,train
84594,train
84595,train
84596,train
84597,train
84598,val
84599,val
84600,train
84602,train
84603,train
84604,train
84607,train
84608,train
84609,val
84610,train
84612,train
84613,val
84615,train
84616,train
84617,train
84618,train
84619,val
84620,train
84622,train
84624,train
84628,val
84630,train
84631,train
84632,val
84633,train
84634,train
84636,train
84637,train
84638,train
84639,train
84640,train
84641,val
84642,train
84643,train
84644,train
84645,train
84646,train
84648,train
84650,train
84651,train
84652,train
84654,train
84656,train
84657,train
84658,train
84660,train
84663,train
84664,train
84665,train
84667,train
84669,train
84670,val
84671,val
84675,val
84677,train
84678,train
84679,train
84680,val
84683,val
84684,val
84686,train
84688,train
84689,train
84690,train
84692,train
84694,train
84696,train
84697,train
84699,train
84700,train
84701,train
84703,train
84704,train
84705,train
84706,train
84707,val
84708,val
84710,train
84714,train
84716,train
84725,train
84733,train
84742,train
84745,train
84749,train
84751,val
84752,train
84753,train
84758,val
84761,train
84763,train
84766,train
84767,train
84769,train
84789,train
84791,train
84814,train
84818,val
84821,val
84823,train
84835,val
84854,val
84855,train
84856,val
84862,val
84870,train
84872,train
84884,train
84890,train
84897,val
84898,train
84899,val
84900,train
84919,train
84947,train
84954,train
84955,train
84957,train
84958,train
84965,train
84981,train
84982,val
84997,train
85002,val
85006,train
85008,train
85009,train
85010,train
85011,train
85012,train
85013,train
85014,train
85015,train
85016,val
85017,train
85018,train
85019,train
85020,train
85021,val
85022,train
85023,train
85024,train
85027,val
85028,train
85029,train
85030,train
85032,train
85034,train
85035,val
85037,train
85038,train
85039,train
85040,train
85042,train
85043,val
85044,train
85045,val
85046,val
85047,train
85048,train
85049,train
85050,val
85051,train
85052,train
85053,train
85054,train
85055,train
85056,train
85057,train
85058,train
85059,train
85060,train
85061,train
85062,train
85063,train
85064,val
85065,train
85066,train
85067,val
85068,train
85069,train
85070,train
85071,val
85073,train
85074,train
85075,train
85081,val
85084,train
85085,val
85098,val
85099,train
85100,train
85102,val
85103,train
85115,train
85125,train
85130,train
85141,train
85145,train
85159,train
85163,train
85179,val
85181,train
85182,train
85188,train
85189,train
85190,train
85191,train
85192,train
85193,train
85194,val
85196,train
85197,train
85198,train
85199,val
85200,train
85201,val
85202,train
85203,val
85204,train
85212,train
85213,train
85217,train
85219,train
85221,train
85223,train
85251,train
85253,train
85254,train
85256,val
85257,val
85262,train
85263,train
85272,train
85273,train
85274,train
85275,val
85276,train
85277,train
85278,train
85319,val
85333,train
85334,train
85339,val
85349,val
85357,train
85358,train
85359,train
85360,train
85361,train
85364,train
85365,train
85367,train
85368,train
85370,train
85371,train
85378,train
85408,train
85411,train
85425,train
85436,train
85438,val
85443,val
85447,val
85448,train
85449,val
85457,train
85458,train
85465,train
85469,train
85472,train
85479,train
85482,train
85483,train
85484,train
85486,train
85488,train
85489,train
85492,train
85493,train
85494,train
85498,train
85499,train
85501,train
85502,val
85503,train
85521,val
85522,train
85557,val
85568,val
85576,train
85580,train
85586,train
85587,train
85640,train
85649,val
85650,train
85651,train
85652,train
85654,train
85655,train
85656,train
85658,train
85659,val
85660,val
85661,train
85663,train
85664,train
85665,train
85666,val
85667,train
85668,train
85669,train
85670,train
85672,val
85673,train
85675,val
85678,train
85679,train
85681,val
85682,train
85683,train
85684,train
85685,train
85686,train
85687,train
85688,train
85689,val
85690,val
85691,val
85693,train
85694,train
85697,train
85698,train
85702,train
85705,train
85706,train
85707,train
85708,train
85709,train
85710,train
85712,train
85713,train
85714,train
85715,val
85716,train
85717,train
85718,val
85719,val
85720,train
85721,train
85722,train
85724,train
85727,train
85728,train
85729,train
85730,train
85732,train
85733,train
85739,train
85742,val
85743,train
85744,train
85753,train
85792,train
85805,train
85807,val
85813,val
85817,train
85829,train
85836,train
85838,val
85839,train
85840,train
85841,train
85866,train
85881,train
85891,train
85926,train
85931,train
85936,val
85949,val
85951,train
85956,train
85964,train
85989,train
85996,train
86002,train
86016,val
86017,train
86018,train
86019,train
86020,val
86021,val
86022,train
86023,train
86024,train
86025,train
86026,val
86027,val
86028,train
86029,train
86031,train
86032,train
86033,val
86034,train
86035,train
86036,val
86037,train
86043,train
86046,val
86047,train
86050,train
